real,predicted
1.0,0.17892956733703613
1.0,0.3281944990158081
1.0,0.28696784377098083
1.0,0.11726727336645126
1.0,0.2863564193248749
1.0,1.6660295724868774
1.0,2.197787284851074
1.0,1.8561111688613892
1.5333333015441895,1.475031852722168
3.0,1.2368921041488647
3.0,2.016739845275879
3.0,1.863311767578125
3.0,2.0085034370422363
3.0,2.8818655014038086
3.0,2.8115596771240234
2.4000000953674316,3.446428060531616
2.0,3.584134817123413
2.0,1.5473359823226929
2.0,4.122320652008057
2.0,4.144977569580078
2.0,3.1794843673706055
2.0,2.887486457824707
2.0,3.737118721008301
2.0,2.98895001411438
2.0,2.623267412185669
2.0,2.505302667617798
2.0,1.5633193254470825
2.0,2.398770570755005
2.0,3.8988940715789795
2.0,3.0253782272338867
2.0,2.6305997371673584
2.0,3.17010498046875
2.0,3.0230562686920166
2.0,3.6110265254974365
2.0,3.6355197429656982
2.0,3.5604476928710938
2.0,3.196932554244995
2.0,3.6449196338653564
2.0,3.6632301807403564
2.0,3.6656835079193115
2.0,2.7558352947235107
2.0,3.492335081100464
2.933333396911621,3.5298874378204346
3.0,3.2687816619873047
3.0,4.135717868804932
3.5999999046325684,4.272885799407959
4.0,3.449329137802124
4.0,2.5848848819732666
3.4666666984558105,3.823324203491211
2.0,4.694303035736084
2.0,3.8562557697296143
2.0,1.353743553161621
1.0666667222976685,1.239772915840149
1.0,3.2384872436523438
1.0,4.23865270614624
1.0,4.190463066101074
1.0,4.692183017730713
1.0,3.3765852451324463
1.0,3.4796788692474365
1.0,2.1180410385131836
1.0,0.7656869292259216
1.0,3.1354353427886963
1.0,2.6364173889160156
1.0,2.9232215881347656
1.0,1.8708926439285278
1.0,0.8253477215766907
1.0,0.17382334172725677
1.0,0.17590194940567017
1.0,0.08292774111032486
1.0,0.13773490488529205
1.0,0.22221963107585907
1.0,2.0929434299468994
1.0,3.2978436946868896
1.5333333015441895,2.0368802547454834
3.0,2.650369882583618
3.0,3.048252820968628
3.0,3.311997652053833
3.0,2.7936551570892334
3.0,2.7397706508636475
3.0,0.8965392708778381
3.0,0.6742855906486511
3.0,0.6053392887115479
3.0,0.8335786461830139
3.0,0.9302619099617004
3.0,0.6965029835700989
3.0,1.3978837728500366
3.0,1.4076915979385376
3.0,1.4840351343154907
3.0,1.5107345581054688
3.0,1.239706039428711
3.0,1.063529133796692
3.0,1.0141791105270386
3.0,0.7146415114402771
3.0,1.6609338521957397
3.0,1.09376859664917
3.0,0.9872815608978271
3.0,0.6696314215660095
3.933333396911621,0.96030592918396
4.0,0.8752357363700867
4.0,0.7393066883087158
