epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,2.787489175796509,2.6760807037353516,0.09108263543566522,3.8914954133831217e-10,0.09352540135105367,1.3023940835118266e-10,1.8690658807754517
2,2.487922430038452,2.5674872398376465,0.08715511991775385,2.1321803421848858e-09,0.08795955464578965,1.5138685786924683e-09,1.8024864196777344
3,2.38596773147583,2.423485517501831,0.08813703717833965,1.403119730591801e-09,0.08384105622605399,8.465796974629164e-09,1.710523247718811
4,2.2674458026885986,2.212583303451538,0.08760221585124736,1.7632799179035537e-09,0.08323691343485659,1.0824971403290892e-08,1.5975059270858765
5,2.088153839111328,1.9627208709716797,0.08674060945731414,2.5406763175538463e-09,0.08237415728405283,1.5332046944000203e-08,1.462903618812561
6,1.8695051670074463,1.6684825420379639,0.08392737127670882,8.172490626837458e-09,0.07784953524038438,8.988873549050252e-08,1.3099009990692139
7,1.6006461381912231,1.340836763381958,0.08360338765857693,9.327281756422862e-09,0.07564778338778373,2.0535660002988108e-07,1.221388339996338
8,1.2924959659576416,1.019683837890625,0.08523912101631241,4.76176384692706e-09,0.080343600236823,3.4311317276768744e-08,1.267545461654663
9,0.9914604425430298,0.7846944332122803,0.08384036539318482,8.468185263499428e-09,0.08473068485021933,5.876374371708503e-09,1.3932538032531738
10,0.7725356817245483,0.7083126306533813,0.08384736871949938,8.444004257245437e-09,0.08572283385995659,3.893851029298986e-09,1.5972790718078613
11,0.6481536626815796,0.7726882696151733,0.0816884063011194,2.0168828620161206e-08,0.08755180505958764,1.8015402652197929e-09,1.7527692317962646
12,0.643348217010498,0.8089812994003296,0.07639105280835402,1.557674471659846e-07,0.09112152171448654,3.825118202769952e-10,1.719354510307312
13,0.6260051727294922,0.7302612066268921,0.07627632265875793,1.625838363006615e-07,0.09641480875424933,3.4405949720531035e-11,1.64522385597229
14,0.6764839291572571,0.8318248987197876,0.0765190719057071,1.484876149855968e-07,0.09456174011207773,8.116462056452885e-11,1.7324999570846558
15,0.6292018890380859,0.8957197666168213,0.07882646360847632,6.18540152905346e-08,0.09424656946134603,9.376891659779747e-11,1.7880675792694092
16,0.6566028594970703,0.8167232275009155,0.08180233782636274,1.927358812833828e-08,0.09649490471384613,3.314083623665509e-11,1.7281888723373413
17,0.624366044998169,0.7078622579574585,0.08576816626219065,3.820894701537825e-09,0.09868191090237625,1.1776176268491895e-11,1.6119647026062012
18,0.5964131355285645,0.6719019412994385,0.08934619360120723,8.329213272561385e-10,0.09881728305856365,1.1037370027454325e-11,1.529245138168335
19,0.609207034111023,0.6676713228225708,0.09280667883958563,1.802518961645289e-10,0.09800221052258937,1.6282333327226508e-11,1.5311813354492188
20,0.5947911143302917,0.6847903728485107,0.09582386436968526,4.531744600816271e-11,0.097247980819155,2.326715391710714e-11,1.605631709098816
21,0.5860426425933838,0.7098058462142944,0.09765618338477865,1.918605337972084e-11,0.09667250135001468,3.049584794377208e-11,1.677955985069275
22,0.5944420099258423,0.709517240524292,0.09788857273034565,1.7184983257451167e-11,0.09642797377478586,3.4194811546129816e-11,1.6776131391525269
23,0.5896915793418884,0.6854662895202637,0.09649994409315257,3.306277941718617e-11,0.09625130761595144,3.713683954198168e-11,1.6092150211334229
24,0.5711464881896973,0.6675601601600647,0.09437470053506963,8.842933097774453e-11,0.09644760312779459,3.388235168802513e-11,1.5328843593597412
25,0.5642082691192627,0.6677364110946655,0.0924461066146856,2.1197622057117909e-10,0.09684775598314052,2.8088636386525032e-11,1.5080665349960327
26,0.567205011844635,0.6733020544052124,0.09123929083077882,3.6307608906934386e-10,0.09692537577892059,2.7082862126700924e-11,1.5431852340698242
27,0.5552153587341309,0.6980714797973633,0.09323624393492091,1.4847470394051192e-10,0.09855974931099523,1.2484310701432288e-11,1.6127499341964722
28,0.551740825176239,0.7072916030883789,0.09343995819209933,1.353868976787854e-10,0.0988045947626541,1.110464348169763e-11,1.6292694807052612
29,0.5512676239013672,0.6863478422164917,0.09322684129432364,1.4910772798084043e-10,0.09922413790741222,9.079635677754098e-12,1.5879629850387573
30,0.5397188663482666,0.6661334037780762,0.09523919204451053,5.941833622956092e-11,0.10098485237116232,3.865072489871676e-12,1.5364820957183838
31,0.5352855324745178,0.658645510673523,0.09845904320059982,1.3099285742825444e-11,0.10278882953567278,1.5866647274048038e-12,1.5174280405044556
32,0.5306899547576904,0.657504677772522,0.10172563180663821,2.686522927700869e-12,0.1036846242938106,1.0138479614216792e-12,1.5360186100006104
33,0.5214966535568237,0.6622670292854309,0.10460120189062985,6.385957511987253e-13,0.10426139334024247,7.583215018183469e-13,1.5688709020614624
34,0.5180342197418213,0.6608853340148926,0.10668638365546221,2.1980569762751165e-13,0.10524695831670189,4.59988979139249e-13,1.5733757019042969
35,0.5135018229484558,0.6518340110778809,0.1077571194594206,1.260905405740171e-13,0.10646068428105515,2.469505748523872e-13,1.5409687757492065
36,0.5053302049636841,0.646403968334198,0.10774862396952428,1.266504903177145e-13,0.10740231583017948,1.5167834184729662e-13,1.5050361156463623
37,0.5001329183578491,0.6462337970733643,0.10693947265699999,1.9284344307666045e-13,0.10730213569832131,1.5978372010914635e-13,1.5019621849060059
38,0.49427467584609985,0.6512027382850647,0.10585709120532588,3.3677001704189193e-13,0.10664519203450293,2.2453104722861737e-13,1.5358526706695557
39,0.4869202971458435,0.6619413495063782,0.10514313531360933,4.849680674974942e-13,0.10630078703927494,2.6814714749720127e-13,1.5740772485733032
40,0.484046995639801,0.6610639095306396,0.1043851849555556,7.12351762163754e-13,0.10616990245972897,2.868188644617734e-13,1.5688406229019165
41,0.47885021567344666,0.6523663997650146,0.10335490362789723,1.1960836395384062e-12,0.10529559645686393,4.487256972548239e-13,1.531585931777954
42,0.4742403030395508,0.6505697965621948,0.10317656023946176,1.307668412124071e-12,0.10434208044561098,7.280394058409003e-13,1.5140801668167114
43,0.4712575674057007,0.6539645791053772,0.10365825870781052,1.0273574884259713e-12,0.1030612828010265,1.3851626189136047e-12,1.5322636365890503
44,0.46602150797843933,0.6601864099502563,0.10362374655993184,1.0453084237968723e-12,0.10138408401198562,3.178079323919055e-12,1.5557527542114258
45,0.46364569664001465,0.6612942218780518,0.10169476916971898,2.7276867717157895e-12,0.0985354085287078,1.2630308023803335e-11,1.5428404808044434
46,0.46020954847335815,0.6622721552848816,0.09812082660645356,1.538966726786842e-11,0.09491309049093116,6.906170965556699e-11,1.507185935974121
47,0.455930233001709,0.6674332618713379,0.09419976168187325,9.57970769628367e-11,0.09187995878242458,2.730853139626993e-10,1.4889625310897827
48,0.453596830368042,0.6705691814422607,0.09163107840972674,3.051066867435521e-10,0.08940710701636498,8.111759303328777e-10,1.4972929954528809
49,0.4502646327018738,0.6726340055465698,0.0908080548585202,4.393257740268269e-10,0.0879894160255199,1.4946569940090385e-09,1.5188027620315552
50,0.4472256004810333,0.6746262311935425,0.09054113259756358,4.941284491303889e-10,0.08695655007027378,2.319184393329935e-09,1.5278589725494385
