epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,3.3949341773986816,3.306506633758545,0.09108982535353827,3.8791384087465266e-10,0.09354524436245386,1.2907161709339138e-10,1.8697696924209595
2,3.075467348098755,3.156071186065674,0.08551484369688227,4.246328986703677e-09,0.08676932873375034,2.510072715873788e-09,1.7987308502197266
3,2.9437716007232666,2.946012258529663,0.08479525905046541,5.721866678790587e-09,0.08210754249501542,1.706126079557441e-08,1.6998814344406128
4,2.77133846282959,2.6478939056396484,0.08457089904223988,6.276342900988821e-09,0.08144506217180755,2.221815646748887e-08,1.5818202495574951
5,2.5158586502075195,2.276556968688965,0.08211175029365893,1.703255379228006e-08,0.07867881599043722,6.546759892650355e-08,1.4349919557571411
6,2.187774658203125,1.8400781154632568,0.0788028690095756,6.241821893177433e-08,0.07314965219216069,5.102527483948338e-07,1.2848477363586426
7,1.783329725265503,1.3636305332183838,0.08013964100056573,3.716335921549527e-08,0.07558318768452144,2.1032348301851016e-07,1.24275541305542
8,1.344462275505066,0.9399919509887695,0.08036013420974315,3.4089651385973506e-08,0.0806594853211548,3.030844541478901e-08,1.3300029039382935
9,0.959205150604248,0.7230230569839478,0.08062605876885494,3.070959386196207e-08,0.0824124660277651,1.5098009354002412e-08,1.5172652006149292
10,0.7012629508972168,0.7644563913345337,0.07917062180954997,5.416505303911589e-08,0.08483595478007759,5.626530600160829e-09,1.7276090383529663
11,0.6538089513778687,0.8445552587509155,0.07728192641569875,1.1146539217231565e-07,0.09098157130563397,4.0693087327342046e-10,1.7300658226013184
12,0.6378610730171204,0.7149808406829834,0.080397852143211,3.3589163278721266e-08,0.09922714932267646,9.066496666518271e-12,1.6222001314163208
13,0.7211440801620483,0.8912340402603149,0.07995683978316756,3.991385040430639e-08,0.09618891108402437,3.823398364413683e-11,1.7551506757736206
14,0.6434887647628784,0.9706979990005493,0.0836882782454741,9.010222826209814e-09,0.09641775028975225,3.43586635458862e-11,1.83689546585083
15,0.6952886581420898,0.8440806865692139,0.08638448992415698,2.951694307491948e-09,0.09790566279346036,1.7046168972056896e-11,1.7627166509628296
16,0.6410332918167114,0.6999856233596802,0.08934694373332372,8.326501135706682e-10,0.09734560485797068,2.2219965285912398e-11,1.6110719442367554
17,0.6079704761505127,0.6735758781433105,0.09225080024819127,2.3137285699239352e-10,0.09654842245833492,3.232100913745813e-11,1.5096869468688965
18,0.6440492868423462,0.6734148263931274,0.09249290612827142,2.0756966022427454e-10,0.09587907038375945,4.416923218282546e-11,1.5248124599456787
19,0.6304080486297607,0.6955571174621582,0.09095627408313883,4.1150430715887566e-10,0.09525874231549575,5.888405352502949e-11,1.6103804111480713
20,0.6036573648452759,0.7477748990058899,0.08892426226871433,9.999460248008883e-10,0.09507996665100377,6.394992084896528e-11,1.686472773551941
21,0.6131327748298645,0.7626675367355347,0.08746004348295129,1.8732708493406973e-09,0.09534919444349506,5.647264475964262e-11,1.6909022331237793
22,0.615696370601654,0.7220050692558289,0.08647214680684986,2.8448929511308243e-09,0.09606369667392892,4.053218153498653e-11,1.6289360523223877
23,0.593990683555603,0.6854236125946045,0.0857388884511201,3.867859659586111e-09,0.09652679320597157,3.264992587533018e-11,1.5579193830490112
24,0.5943599939346313,0.6830247640609741,0.08573153804213325,3.879738487472871e-09,0.09653277070558759,3.2558699806471565e-11,1.5338112115859985
25,0.6045482158660889,0.6847708225250244,0.08684916219322925,2.4268746736415223e-09,0.09630862902072988,3.6156113463547866e-11,1.560089349746704
26,0.5831421613693237,0.7120178937911987,0.08910183594285082,9.260111707658177e-10,0.09631673610687862,3.601946858376908e-11,1.6201027631759644
27,0.5785956382751465,0.7283064126968384,0.09186299693134542,2.751592743145114e-10,0.09665204505879461,3.0789652375207e-11,1.6542893648147583
28,0.5835345983505249,0.701022744178772,0.09476657392985563,7.387760895498332e-11,0.09716635589194203,2.4179671532141326e-11,1.6229848861694336
29,0.5693861246109009,0.6699200868606567,0.09670909174761567,2.9977143162154524e-11,0.09759360477998583,1.976278802767803e-11,1.554574966430664
30,0.5602085590362549,0.6650289297103882,0.09774912660421493,1.8359758695714165e-11,0.0978090203973716,1.784584902032498e-11,1.511229157447815
31,0.5628699660301208,0.6636801958084106,0.09909370619277388,9.66696981723966e-12,0.098674136684619,1.1820044519316836e-11,1.518187165260315
32,0.5554213523864746,0.6681088209152222,0.10049058742432591,4.919554511984079e-12,0.09969419867075204,7.238896373914943e-12,1.5649187564849854
33,0.5455785989761353,0.6835145950317383,0.10088644726309504,4.055613849284377e-12,0.10066671259859082,4.514928376299902e-12,1.6100575923919678
34,0.5451807975769043,0.6852988600730896,0.09982066957050617,6.809587259433205e-12,0.10144174944958388,3.089306674610509e-12,1.606992244720459
35,0.5398919582366943,0.6707717180252075,0.09768195783642611,1.895333138462269e-11,0.10191804313725515,2.4432853108005008e-12,1.5628427267074585
36,0.5301092267036438,0.664823591709137,0.09587261303576551,4.43020529232045e-11,0.10223344782105903,2.0904785658032878e-12,1.5282050371170044
37,0.5302159786224365,0.6635864973068237,0.09675728842859227,2.930706397385323e-11,0.1031974107102905,1.294113371570671e-12,1.5314525365829468
38,0.5247756242752075,0.6695671081542969,0.10013652081329488,5.843405538477748e-12,0.10466416101576748,6.185472788036133e-13,1.5697611570358276
39,0.5159299373626709,0.6797001361846924,0.10342850684097658,1.1528047592778569e-12,0.10589591541585343,3.3013421829955037e-13,1.6047556400299072
40,0.5146154165267944,0.6677609086036682,0.10512417958342936,4.896702827064227e-13,0.1062642316586405,2.732384517289286e-13,1.5861643552780151
