epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
Lambda: 1.0
1,0.4484521746635437,0.40043607354164124,-0.027335884353223074,0.06083357377431858,-0.05493173063608709,0.00016365572877868046,1.7819463014602661
2,0.3877198398113251,0.3304567039012909,-0.02777340348994775,0.05681650002843243,-0.06884313102111243,2.289768458659656e-06,1.6265214681625366
3,0.31903204321861267,0.26702895760536194,-0.030193336357544252,0.03838186375899492,-0.07930138245195115,5.1493583867117e-08,1.4445984363555908
4,0.2575099468231201,0.24054452776908875,-0.030436115846623084,0.03685095475192125,-0.08513340602473916,4.975114687154051e-09,1.2684895992279053
5,0.22963008284568787,0.22491613030433655,-0.02672607954497022,0.06682228774376113,-0.08196974004926758,1.802779220929674e-08,1.1658320426940918
6,0.2131694257259369,0.2546081244945526,-0.020195409198113606,0.16608621259129097,-0.07318901851126212,5.030993701060958e-07,1.2219207286834717
7,0.244401216506958,0.26659515500068665,-0.018585589359627223,0.2024943496555055,-0.07247197118521724,6.499066478522332e-07,1.2608275413513184
8,0.25685620307922363,0.2578590214252472,-0.019219690113336664,0.18751451238229724,-0.07471719712991227,2.892156649420714e-07,1.2315219640731812
9,0.24766261875629425,0.24021540582180023,-0.02111806598314126,0.14756834872872732,-0.07827916460512459,7.63046168682303e-08,1.1831355094909668
10,0.22914378345012665,0.22387047111988068,-0.023559053794991375,0.10617881403429691,-0.08174583105096092,1.9712671237963676e-08,1.1592990159988403
11,0.21223421394824982,0.22640495002269745,-0.025320789084800822,0.08248231605580877,-0.08372462228798079,8.877705957083814e-09,1.1730955839157104
12,0.21485508978366852,0.23096269369125366,-0.025655517877936972,0.07850553224297975,-0.08298737757830606,1.1975845063634129e-08,1.2026996612548828
13,0.21975815296173096,0.234871968626976,-0.024572153597551168,0.09196827847506787,-0.08019172956787754,3.6413864091210355e-08,1.2302452325820923
14,0.2239065319299698,0.23731942474842072,-0.02227561490424866,0.1266187331375217,-0.07551047903850094,2.1605303917965997e-07,1.2480192184448242
15,0.2265285700559616,0.23812712728977203,-0.019185532653781288,0.1883000032151135,-0.07027481363454172,1.4033203428828655e-06,1.2540780305862427
16,0.22741563618183136,0.23741962015628815,-0.015841502072535457,0.2773550811972285,-0.0648388867928887,8.566148539269662e-06,1.249266266822815
