epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
Lambda: 3
1,1.0248873233795166,0.9223361015319824,0.017882734636770786,0.22009626244824926,0.03684325470501836,0.011500637078853083,1.74267578125
2,0.8815126419067383,0.7676780819892883,-0.0023532635658783906,0.8718117686728145,-0.03044176498389805,0.03681596072869069,1.5659114122390747
3,0.7320995926856995,0.6806535720825195,-0.011220884674576572,0.4416487290912027,-0.05475101463641036,0.00017199173747830688,1.3685050010681152
4,0.6480917930603027,0.6558008790016174,-0.015800956663912805,0.27858677368841445,-0.06093928251025034,2.8852340364679713e-05,1.2124583721160889
5,0.6225295662879944,0.6703265309333801,-0.01704800260928344,0.24239411710233374,-0.061398481573017305,2.5098144078700846e-05,1.1618406772613525
6,0.6371238827705383,0.7007813453674316,-0.015789398597641675,0.27893856621012125,-0.05984572908866758,4.0056675423071555e-05,1.172379493713379
7,0.6681616902351379,0.6803379058837891,-0.013890253460993717,0.3408608563283372,-0.05585624537537471,0.00012663389714614808,1.1625689268112183
8,0.6467653512954712,0.6577625870704651,-0.01161207716011129,0.4258938472118886,-0.04988651709038324,0.0006199696722076946,1.1610569953918457
9,0.6238143444061279,0.6536684632301331,-0.008865199587145236,0.5432694626608956,-0.04221383556937928,0.0037820862965597542,1.1808357238769531
10,0.6197510957717896,0.6542699933052063,-0.005955172877387474,0.6830278580879237,-0.03435583140452214,0.018453604774492913,1.210919737815857
11,0.6202602386474609,0.6571208238601685,-0.00299042828172372,0.8375357127117937,-0.027321213822164892,0.06097224636823098,1.241782784461975
12,0.6230245232582092,0.6604353785514832,2.8746110952052734e-05,0.9984273318299559,-0.021177039766025297,0.14644066487202617,1.26756751537323
13,0.626255989074707,0.6631017923355103,0.003105980976485844,0.8313505041641219,-0.016012845185782665,0.2721909884678623,1.2855390310287476
14,0.6288297176361084,0.6645514369010925,0.006201147917830643,0.6706900051953896,-0.011431040516472127,0.4331437952768886,1.2949371337890625
15,0.6302457451820374,0.6646355390548706,0.009247218057931269,0.5260338069541477,-0.007167329436981564,0.6231067462300723,1.2960695028305054
16,0.6303340792655945,0.6635033488273621,0.012176662576218005,0.40374356214709695,-0.0032151798333774208,0.8255149730328151,1.2899768352508545
17,0.6292279958724976,0.661462664604187,0.014942107316751085,0.3055520038213113,-5.617088881829085e-06,0.9996926950412648,1.278059720993042
18,0.6272479891777039,0.6589224934577942,0.017525259594991044,0.22945836303144299,0.0029382924683102043,0.8403297087823244,1.2619354724884033
19,0.624774694442749,0.6563026905059814,0.019938031575040233,0.171551162761814,0.005530030925380827,0.7045518167517465,1.2432780265808105
20,0.6221878528594971,0.6540078520774841,0.022212284557945827,0.12770157123409254,0.0075350030500435025,0.6053910491530071,1.2238332033157349
21,0.6198889017105103,0.6523050665855408,0.024391211012452025,0.09438778107709513,0.009411664014173825,0.5187014181244902,1.2053064107894897
22,0.6181913018226624,0.65140300989151,0.02651869407368219,0.06896637559881146,0.011258553847893042,0.4401172767985736,1.1891658306121826
