real,predicted
L,a,m,b,d,a,:, ,3
1.0,1.223974347114563
1.0,1.2261542081832886
1.0,1.7262166738510132
1.0,0.9271305203437805
1.0,1.4442335367202759
1.0,1.9987372159957886
1.0,1.9553695917129517
1.0,0.9875032901763916
1.5333333015441895,1.6532481908798218
3.0,0.6873685717582703
3.0,1.0794358253479004
3.0,1.5131678581237793
3.0,1.4623136520385742
3.0,1.8268036842346191
3.0,2.2079479694366455
2.4000000953674316,2.7374696731567383
2.0,2.9129555225372314
2.0,2.675638198852539
2.0,3.498074769973755
2.0,3.4360806941986084
2.0,3.3369929790496826
2.0,2.8816452026367188
2.0,3.0463435649871826
2.0,3.384381055831909
2.0,2.3849618434906006
2.0,1.758760929107666
2.0,1.364784836769104
2.0,2.044671058654785
2.0,2.987499952316284
2.0,3.172386884689331
2.0,1.4859027862548828
2.0,2.0813019275665283
2.0,2.4554569721221924
2.0,3.5493907928466797
2.0,3.354090929031372
2.0,3.2168102264404297
2.0,2.68229079246521
2.0,3.113825798034668
2.0,2.6356964111328125
2.0,3.0725231170654297
2.0,2.528590440750122
2.0,2.9906861782073975
2.933333396911621,2.348891258239746
3.0,2.3429582118988037
3.0,3.186286211013794
3.5999999046325684,2.7544472217559814
4.0,2.3697381019592285
4.0,2.4576168060302734
3.4666666984558105,2.581153631210327
2.0,3.3248488903045654
2.0,2.307417631149292
2.0,1.7841920852661133
1.0666667222976685,1.4167289733886719
1.0,2.6597721576690674
1.0,3.286771535873413
1.0,3.232123613357544
1.0,3.48534893989563
1.0,3.3121235370635986
1.0,3.2849395275115967
1.0,2.529958963394165
1.0,0.6760970950126648
1.0,0.7871782183647156
1.0,1.2625606060028076
1.0,1.243130087852478
1.0,1.4343523979187012
1.0,0.8019954562187195
1.0,0.5184793472290039
1.0,0.5031538605690002
1.0,0.5378299355506897
1.0,0.6364752650260925
1.0,0.5291573405265808
1.0,1.5678611993789673
1.0,2.835362195968628
1.5333333015441895,2.2249860763549805
3.0,1.9193830490112305
3.0,1.7724882364273071
3.0,1.5352939367294312
3.0,1.3027881383895874
3.0,1.3185960054397583
3.0,1.0248721837997437
3.0,1.0834507942199707
3.0,1.1154091358184814
3.0,1.0867096185684204
3.0,0.9683848023414612
3.0,1.0205906629562378
3.0,1.1328215599060059
3.0,1.1160849332809448
3.0,1.1549303531646729
3.0,1.0119487047195435
3.0,0.9800645709037781
3.0,1.0096120834350586
3.0,1.1323723793029785
3.0,1.2637215852737427
3.0,1.1331866979599
3.0,1.2000045776367188
3.0,1.016384243965149
3.0,1.0381187200546265
3.933333396911621,0.9587366580963135
4.0,0.9470367431640625
4.0,0.9846659302711487
3.4000000953674316,0.923579216003418
3.0,1.030129313468933
3.0,1.1274343729019165
3.0,1.3509665727615356
3.0,0.9443559646606445
3.0,0.8455631136894226
3.0,1.084138035774231
3.0,1.0918530225753784
3.0,1.1258448362350464
3.0,1.2202540636062622
1.7999999523162842,1.2493292093276978
1.0,1.1773074865341187
1.0,0.5101509690284729
1.2666666507720947,1.267025113105774
2.0,1.2833442687988281
2.0,1.1354764699935913
2.0,1.2023831605911255
2.0,1.1536692380905151
2.0,1.1836570501327515
2.0,1.1520851850509644
2.0,1.1636706590652466
2.0,1.1653616428375244
2.0,1.7332969903945923
2.0,1.14100182056427
2.0,0.7136383056640625
2.0,0.5226767659187317
2.0,0.5609085559844971
2.0,0.7367351055145264
2.0,0.5616136193275452
2.0,0.4636479616165161
2.0,1.4119247198104858
2.0,1.360132098197937
2.0,1.2575639486312866
1.7333333492279053,1.900880217552185
1.0,1.002220630645752
1.0,1.3999751806259155
1.0,0.7680619359016418
1.0,0.4635166823863983
1.0,0.4755542576313019
1.0,0.40338292717933655
1.600000023841858,1.8166576623916626
2.0,1.2370489835739136
2.0,1.2638658285140991
2.0,1.4755669832229614
2.0,1.2104367017745972
2.0,1.3821321725845337
2.0,1.2597836256027222
1.0666667222976685,1.958165168762207
1.0,2.056513547897339
1.0,1.9870452880859375
1.600000023841858,1.5074543952941895
2.0,2.6762588024139404
2.0,2.9408843517303467
2.0,2.4816205501556396
2.0,3.1768600940704346
2.0,2.3246586322784424
2.0,2.071192979812622
2.933333396911621,1.8576675653457642
3.0,0.8581756949424744
3.0,1.4137096405029297
2.4000000953674316,1.3550405502319336
2.0,1.2708032131195068
2.0,1.0408200025558472
2.0,0.9247189164161682
2.0,0.8861468434333801
2.0,1.000166654586792
2.0,0.8457846641540527
2.0,0.973370373249054
2.0,1.0010712146759033
2.0,1.2524381875991821
1.399999976158142,1.0650821924209595
1.0,1.0262950658798218
1.0,1.083237648010254
1.0,1.9503315687179565
1.0,2.7357099056243896
1.0,1.1434390544891357
1.0,0.9506745338439941
1.0,1.0153452157974243
1.0,0.9552593231201172
1.0,0.987253725528717
1.0,0.920778751373291
1.0,0.8706771731376648
1.0,0.9231521487236023
2.066666603088379,1.2250139713287354
5.0,0.9988267421722412
5.0,2.3753111362457275
5.0,1.9462518692016602
5.0,1.9753446578979492
5.0,1.7214771509170532
5.0,1.4154857397079468
5.0,1.923662781715393
5.0,1.6614259481430054
5.0,1.747672200202942
5.0,1.5308502912521362
5.0,1.3157178163528442
5.0,1.942626953125
5.0,1.8094524145126343
1.2666666507720947,1.9288959503173828
1.0,2.679018259048462
1.0,2.963409423828125
1.0,2.139004945755005
1.0,1.826528549194336
1.0,2.6441218852996826
1.0,2.393709897994995
1.0,2.5785648822784424
1.0,2.156562566757202
1.0,3.504436492919922
1.0,3.119664430618286
1.0,2.3094918727874756
1.0,1.84002685546875
1.0,1.8695443868637085
1.0,1.838639736175537
1.0,2.0418217182159424
1.0,1.9964828491210938
1.0,1.5844615697860718
1.0,1.9990630149841309
1.0,1.9707053899765015
1.0,1.8533951044082642
1.0,1.6360305547714233
1.0,1.697508454322815
1.0,1.6944395303726196
1.0,1.6743249893188477
1.0,1.9085911512374878
1.0,1.8278188705444336
1.0,1.5908498764038086
1.0,1.9434537887573242
1.0,1.2117749452590942
1.0,1.3071328401565552
1.0,1.8663214445114136
1.0,1.6008119583129883
1.0,1.6919528245925903
1.0,2.042469024658203
1.0,1.8433805704116821
1.2666666507720947,1.8751411437988281
2.0,1.0061362981796265
2.0,0.6827435493469238
2.0,0.7622700333595276
2.0,1.3561185598373413
2.0,2.5053963661193848
2.0,2.0359368324279785
1.399999976158142,1.8657768964767456
1.0,1.5441244840621948
1.0,1.668405532836914
1.2666666507720947,1.6365656852722168
2.0,1.554233193397522
2.0,1.7162036895751953
2.0,1.1886671781539917
1.0666667222976685,1.1339470148086548
1.0,1.3286306858062744
1.0,1.5132269859313965
1.600000023841858,1.0778498649597168
2.0,0.9000768065452576
2.0,0.9121310114860535
