epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,2.2018463611602783,2.1458840370178223,0.09450579115813859,8.327425238219779e-11,0.13310645299364557,4.836955443115416e-20,1.962968111038208
2,2.157742738723755,2.1244001388549805,0.1100548087381532,3.755788333851256e-14,0.14539082533732353,1.2154153773695688e-23,1.9617009162902832
3,2.118107557296753,2.1090614795684814,0.12128425301818058,7.002744094077792e-17,0.15230439037274962,8.238906092790113e-26,1.9601569175720215
4,2.0832607746124268,2.1001765727996826,0.1274687128317395,1.6934821888225251e-18,0.15388620684942256,2.541381948396756e-26,1.9583768844604492
5,2.053269624710083,2.096501350402832,0.12908060065676424,6.225416618572369e-19,0.15045813634285835,3.2002819309953745e-25,1.9564054012298584
6,2.0278255939483643,2.096397876739502,0.12737596682686853,1.7931641544764285e-18,0.14365651544663402,4.098195118135213e-23,1.9542829990386963
7,2.00663161277771,2.0989174842834473,0.12320615277340166,2.2468670130773063e-17,0.1354303977357138,1.067424755065607e-20,1.9519870281219482
8,1.9888460636138916,2.1036250591278076,0.11638524716440624,1.170937694521365e-15,0.12728481588536902,1.8967692858341717e-18,1.9493675231933594
9,1.97373628616333,2.1100146770477295,0.1067073225867286,2.174412412847979e-13,0.1199724384391785,1.5058175399456902e-16,1.9459571838378906
10,1.9609262943267822,2.1144447326660156,0.09796084572283086,1.6605397471174284e-11,0.11403649345501142,4.336526321456896e-15,1.942177176475525
11,1.9514153003692627,2.11750864982605,0.0908637572018606,4.2866134119387916e-10,0.10944793270837859,5.184352929299341e-14,1.9386574029922485
12,1.9417853355407715,2.114672899246216,0.08772785614564166,1.6713346699597382e-09,0.1058422948182736,3.3933331715663827e-13,1.9344408512115479
13,1.9308698177337646,2.1062002182006836,0.08816826190027365,1.3844698463996123e-09,0.1032399271954601,1.2668987689630833e-12,1.929186224937439
14,1.9192380905151367,2.0920286178588867,0.09227283786065213,2.2910032258433063e-10,0.10125891356377421,3.37946453544897e-12,1.9225876331329346
15,1.906583309173584,2.0769078731536865,0.09720141855018166,2.3783479504177158e-11,0.09976757306269055,6.986698563719162e-12,1.914869785308838
16,1.895240306854248,2.0637013912200928,0.10111627330523978,3.624229341394197e-12,0.09870013980641658,1.1673938696186097e-11,1.9063374996185303
17,1.884653091430664,2.053117513656616,0.103504057406306,1.1099791553281763e-12,0.09791280292495354,1.6988498794052517e-11,1.8972679376602173
18,1.8748416900634766,2.0446581840515137,0.10473591564288004,5.964505491613594e-13,0.09777635514613259,1.812435707023042e-11,1.8880746364593506
19,1.8663979768753052,2.037283182144165,0.105485077712701,4.0737159380405954e-13,0.09793260865142306,1.682952763693293e-11,1.878989577293396
20,1.8582032918930054,2.0300447940826416,0.10628444975312244,2.704109293145108e-13,0.09848497265716005,1.2938166080181435e-11,1.870018720626831
21,1.8502798080444336,2.02280855178833,0.1071714497525311,1.7099946556682558e-13,0.09928568666527951,8.814762294285566e-12,1.8611681461334229
22,1.8425350189208984,2.0155553817749023,0.10808368233222619,1.0631554564213634e-13,0.10029375019747493,5.413876002069363e-12,1.8523939847946167
