epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,4.330277442932129,3.8381006717681885,0.09321464348459572,1.4993286418327315e-10,0.13224017701309596,8.438103769497081e-20,1.9633063077926636
2,4.154806613922119,3.75852632522583,0.10777092208460853,1.25185971428595e-13,0.14372425752245482,3.9092707034170805e-23,1.9623665809631348
3,3.9981861114501953,3.7049989700317383,0.11807505326158564,4.490492184582224e-16,0.14990916270568358,4.775215602891418e-25,1.961163878440857
4,3.8613154888153076,3.6757280826568604,0.12356663334697093,1.8118005506426944e-17,0.15107093901876664,2.0436358459535235e-25,1.9597357511520386
5,3.744438648223877,3.6686856746673584,0.12477408742141545,8.770753743880315e-18,0.14726360178717549,3.2168193286807018e-24,1.9581241607666016
6,3.6458475589752197,3.6755847930908203,0.12287027001452928,2.7442245205383383e-17,0.14034722587727952,3.9982901407890256e-22,1.9563720226287842
7,3.5647876262664795,3.6910438537597656,0.11917708320331452,2.3856471926686493e-16,0.13204139791116745,9.582407030381747e-20,1.954520583152771
8,3.498945951461792,3.71571683883667,0.11370644923343898,5.2013534430510026e-15,0.12372213553374393,1.6508453349315705e-17,1.9525320529937744
9,3.4457125663757324,3.7448110580444336,0.10725520962452295,1.6372528984354988e-13,0.11624855925650994,1.2645655252411524e-15,1.950368046760559
10,3.402628183364868,3.7787930965423584,0.09971681228999024,7.160234294226732e-12,0.1100057488510895,3.8551982182535263e-14,1.9479010105133057
11,3.3666129112243652,3.81234073638916,0.09236425099555767,2.1990423022835728e-10,0.10518550923108433,4.746163635598254e-13,1.9453959465026855
12,3.341632127761841,3.833528518676758,0.08775513651717852,1.6519966903876216e-09,0.10183311426951644,2.5478638264828588e-12,1.9437679052352905
13,3.3197855949401855,3.8461098670959473,0.08510423551256369,5.035604232147759e-09,0.09969380374727184,7.240277619697964e-12,1.9429290294647217
14,3.296412944793701,3.851761817932129,0.08403151269174203,7.831739269718109e-09,0.0984653236234538,1.3060081278277502e-11,1.9427692890167236
15,3.2721540927886963,3.852447509765625,0.08407310479685232,7.69954431835791e-09,0.09806233207007287,1.582372107867006e-11,1.943070888519287
16,3.2479758262634277,3.8481297492980957,0.08504519025065146,5.160240996130191e-09,0.09839575523312884,1.350083717278743e-11,1.9434788227081299
17,3.225731611251831,3.8419108390808105,0.08624324225711547,3.1320531727818783e-09,0.0997289435747656,7.118381034311583e-12,1.9434866905212402
18,3.2052299976348877,3.833771228790283,0.08758661152965189,1.7750377688862699e-09,0.10176279607866814,2.6377617977719067e-12,1.9429595470428467
19,3.184288501739502,3.8197219371795654,0.08971870108515557,7.083149202125024e-10,0.10460087828121785,6.387004297923098e-13,1.9416847229003906
20,3.1639716625213623,3.798394203186035,0.09286800870121867,1.7533866698668748e-10,0.1079615622322707,1.1332547445907578e-13,1.939591884613037
