epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,2.097294330596924,1.8331454992294312,0.09344766213235961,1.3491474041305328e-10,0.13230297897532484,8.105469408397387e-20,1.9631545543670654
2,2.0091822147369385,1.792756199836731,0.10821214301208704,9.940144401225631e-14,0.1438754530212616,3.5181350796613765e-23,1.9620659351348877
3,1.9302916526794434,1.7655069828033447,0.11860311643014303,3.318864318948457e-16,0.15000650772615975,4.448578367678485e-25,1.9607163667678833
4,1.8614161014556885,1.7507599592208862,0.12400595132709799,1.3926150899245788e-17,0.15086560016656325,2.375543571417324e-25,1.9591381549835205
5,1.8022273778915405,1.7471294403076172,0.1250055291633509,7.625924777655388e-18,0.14675698459937048,4.616816466330136e-24,1.9573770761489868
6,1.7521895170211792,1.7509875297546387,0.12282858897045248,2.813064181219247e-17,0.13950731951806492,7.06665839965643e-22,1.9554823637008667
7,1.711258888244629,1.7591233253479004,0.11897732991544019,2.676611822074028e-16,0.13096418543181454,1.9024355467288957e-19,1.9534803628921509
8,1.6778285503387451,1.7735950946807861,0.11253649341587461,9.868084836164587e-15,0.12257390822426738,3.272247008993531e-17,1.9513518810272217
9,1.6508114337921143,1.7894989252090454,0.105467659163314,4.110114398859247e-13,0.11505193400811144,2.4702049685752053e-15,1.9490063190460205
10,1.6289474964141846,1.8104536533355713,0.09641463183531027,3.4408795781268925e-11,0.10884678574869604,7.122127010926088e-14,1.9461455345153809
11,1.6121885776519775,1.826507568359375,0.08947036273868555,7.891804443215439e-10,0.10419193453297758,7.853769384405182e-13,1.943554162979126
12,1.6008844375610352,1.8373558521270752,0.08491218909832308,5.452080134763007e-09,0.10099247681343314,3.850681104291877e-12,1.9418646097183228
13,1.589484691619873,1.8433974981307983,0.08256242965083047,1.4214765715305867e-08,0.09889376855793734,1.0640216746318036e-11,1.9413319826126099
14,1.5771243572235107,1.8461958169937134,0.08165642895514527,2.042726652716708e-08,0.09777937516301034,1.80984305510602e-11,1.9415236711502075
15,1.5644621849060059,1.8459100723266602,0.0819913875961099,1.7872515385282996e-08,0.09745230876871942,2.1128120598300493e-11,1.9420673847198486
16,1.5520236492156982,1.843693494796753,0.08304414589775748,1.1704016038746541e-08,0.09788702579704132,1.7197602723497043e-11,1.9426658153533936
17,1.5408653020858765,1.8402637243270874,0.08429394967414436,7.0331495206634e-09,0.09934001007938024,8.58728147424628e-12,1.9426745176315308
18,1.530386209487915,1.8346493244171143,0.08604170479488296,3.408088417161101e-09,0.1015941042626449,2.8662953862710436e-12,1.9418755769729614
19,1.5199780464172363,1.826338291168213,0.08849902158653994,1.2011675453920965e-09,0.10448225491295562,6.782283108093871e-13,1.9403537511825562
20,1.5100727081298828,1.8119330406188965,0.09292131667454298,1.7117453600714423e-10,0.10781871351854762,1.221028899397191e-13,1.9381868839263916
