epoch,train_loss,test_loss,person,person_p,spearman,spearman_p,rmse
1,3.318337917327881,3.1485724449157715,0.09354423671474588,1.291306713206161e-10,0.13239053207009438,7.663260647482547e-20,1.9631893634796143
2,3.23055362701416,3.108229637145996,0.10849371877596574,8.575500185710728e-14,0.14425938393187762,2.6905052408707903e-23,1.9621577262878418
3,3.15203595161438,3.079733371734619,0.11921637800997835,2.3321936178226e-16,0.15084851028769272,2.4054625366100797e-25,1.960858941078186
4,3.0831990242004395,3.0635530948638916,0.12509123099079197,7.240530802102709e-18,0.1522755741747753,8.416362579214962e-26,1.9593265056610107
5,3.0243430137634277,3.057882070541382,0.1266064365718968,2.877492160785772e-18,0.1489598915351176,9.505853142898743e-25,1.9576057195663452
6,2.9748177528381348,3.0597784519195557,0.12490259199978943,8.115653167040716e-18,0.1422543287394023,1.0830232860075366e-22,1.9557381868362427
7,2.9336109161376953,3.0654821395874023,0.12141422336889036,6.488248343218069e-17,0.13418559974912342,2.4058902346757635e-20,1.9537476301193237
8,2.899778127670288,3.077252149581909,0.11532389019440292,2.12279718837654e-15,0.12599406971222707,4.18373248184528e-18,1.9515857696533203
9,2.8718953132629395,3.0893712043762207,0.10849320287615256,8.577823696764587e-14,0.11866480015760524,3.203416686338667e-16,1.9491499662399292
10,2.8481295108795166,3.1051039695739746,0.09955162584415195,7.754696352181499e-12,0.11238942269240279,1.0690336297223215e-14,1.9460325241088867
11,2.829519271850586,3.116101026535034,0.09239145480753605,2.1723784454302615e-10,0.10779064482419541,1.2390447500475848e-13,1.9428412914276123
12,2.8161401748657227,3.1237754821777344,0.08704577194137765,2.233262976287328e-09,0.10445507520174813,6.876178092176151e-13,1.9400659799575806
13,2.802985429763794,3.1260344982147217,0.08405488719042234,7.757177401568003e-09,0.10213937615672465,2.1901192235533067e-12,1.9374606609344482
14,2.787771701812744,3.1215953826904297,0.08337894428735071,1.0218684196928019e-08,0.10084690346788097,4.134748896134451e-12,1.9343855381011963
15,2.7718942165374756,3.1087288856506348,0.08558950585209738,4.116368078676837e-09,0.10045332674471195,5.009603628544658e-12,1.930732011795044
16,2.7543604373931885,3.0894744396209717,0.08994025673794165,6.430332719379144e-10,0.10047941675545441,4.946383235943946e-12,1.926281213760376
17,2.73614501953125,3.066436290740967,0.0956918049596732,4.8183854880604186e-11,0.10079893827230557,4.232769822708098e-12,1.9209957122802734
18,2.7196950912475586,3.0450398921966553,0.10115048789137746,3.563980360296851e-12,0.10140313286043762,3.148481611476776e-12,1.915179967880249
19,2.7056634426116943,3.026717185974121,0.10579048132160897,3.484612814920197e-13,0.10224864498434626,2.074804372475438e-12,1.9090466499328613
20,2.69248628616333,3.011669635772705,0.10941402645333836,5.278291492116265e-14,0.10322838566260253,1.274230433323608e-12,1.902462363243103
21,2.6795523166656494,2.999462604522705,0.11213434774312937,1.2279148545732087e-14,0.1044141683975039,7.01990412665376e-13,1.895676612854004
22,2.6681509017944336,2.9899191856384277,0.11401892299251985,4.378769318635611e-15,0.10564301612345074,3.7578000209581606e-13,1.8889682292938232
23,2.6579036712646484,2.981785297393799,0.11545554236007913,1.9723666044627703e-15,0.10705684050150129,1.814693851947769e-13,1.882399320602417
24,2.648122787475586,2.9742674827575684,0.11668902648519576,9.86614515838211e-16,0.10825522738664861,9.718299005588779e-14,1.875964879989624
25,2.6388251781463623,2.967353105545044,0.11770603300877425,5.542480208782437e-16,0.10929541993050798,5.620246018774662e-14,1.869713306427002
26,2.6299610137939453,2.9610483646392822,0.11848479859818209,3.5518982176256937e-16,0.11006792121843365,3.7296481465586033e-14,1.8636481761932373
27,2.6214301586151123,2.955361843109131,0.11900907645037011,2.6281362300847446e-16,0.1105523672499881,2.8797313604739153e-14,1.857730746269226
28,2.6130411624908447,2.950319528579712,0.11927146967894155,2.259233415263346e-16,0.11054312728337257,2.8940017260046695e-14,1.8519128561019897
29,2.604813575744629,2.945809841156006,0.11929052983402498,2.234518718910021e-16,0.11011506094837038,3.6371423411390347e-14,1.8461503982543945
